ra,dec,pmra,pmdec,parallax,bp_rp,phot_g_mean_mag
58.256848955762266,22.97990043814057,18.67910400073735,-45.22834943525854,7.420786200411975,3.056285,16.564484
58.29240738957876,23.052790825962784,19.736552774957616,-46.53611248805149,7.339353946453763,2.5858727,15.395707
58.09747042532756,22.938938128923677,15.007140453827654,-49.61637040379139,0.841742377803146,1.2120848,16.522532
58.504722163146866,23.327914274720143,18.083135470389173,-42.80795268094474,6.977480091655439,3.6113834,18.158997
58.48872630466153,23.34510508446438,20.241861013349848,-44.2704168471072,7.415902960434853,1.8428898,13.549343
58.554286648334305,23.347269706275018,19.433131920141896,-46.78892199301689,7.593239732644184,2.6172266,15.459801
58.47974126480307,23.393206322023087,19.432607070033317,-47.41773199591825,8.967224762505557,3.422432,19.658195
57.997026412346834,23.288130785025235,16.913888014152022,-43.98378222984808,7.4576480056089105,2.940733,19.87459
58.318577934063626,23.349339904045625,17.188845023349536,-41.70022565167011,6.865076901566834,3.1656342,17.307737
57.83124732910963,23.16358608120615,18.816939814241895,-43.442427037819215,7.282151258469367,2.8686714,16.071117
57.81600521946067,23.282072324477088,20.266120356445313,-45.198913858633816,7.39121408595741,2.0543022,14.110739
57.96320232011635,23.294606604742206,18.71857105545529,-46.02887604433456,7.3552931632241805,2.6311836,15.41097
57.91290560165287,23.367730001000808,21.381829359141534,-48.72743631326327,8.117417323793795,3.1555882,17.106327
57.779677513231455,23.349183178047287,17.208624900521556,-41.877844853353125,6.69801332118288,2.9567537,16.782677
57.71444143460519,23.328868779468966,18.888363146076816,-46.332224202292636,7.333804587650971,1.2622709,12.194483
57.679511495208054,23.332013611472313,19.147023737008404,-45.51685953734932,7.273865469453809,3.3798409,18.279741
57.989007972376015,23.3392212985117,20.844310650459583,-46.48490377044484,7.484240264221193,1.4652519,12.713165
57.96486380442858,23.58017097963821,20.0452507330728,-47.20577088380842,7.326865311897123,3.238186,17.595358
58.35353809174113,23.403957423598573,20.973390183488302,-46.79148690227105,7.539436764637113,2.3251457,14.073176
58.29021865632223,23.56311313950644,19.812853163374655,-47.12040483479255,7.784782543947762,3.5661507,18.314924
58.51141173896991,23.583472053671844,18.720162968475606,-46.105024423670734,7.410325385253006,3.2016191,17.145609
58.59373152659763,23.63651277018731,18.36910938785275,-45.979828036328726,7.4050316715605184,2.9705973,16.473394
58.21587315431726,23.563201391104737,20.33574713064993,-47.409338262630484,7.859820054121889,3.5025177,18.111927
58.09386516372074,23.644663086556115,20.351204373725434,-48.34159308538509,7.842320091834718,1.8280773,13.523306
58.4483083989658,23.741741817375793,19.262269659732578,-47.78798858909191,7.728498800241649,2.941144,16.219612
58.450234631246445,23.81918184093902,20.06354580525604,-46.88631611568352,7.864910535896297,3.5918941,18.019203
58.35055879613578,23.799400414244115,20.125369913789854,-44.914801582099315,7.3122275822989975,2.9820576,16.478794
58.24497934067102,25.43848141011749,18.051648108880084,-46.658336671843564,7.570511532362098,3.0576267,17.481783
58.61658885428691,23.835174746032443,19.62306986735035,-47.43860470284522,7.622049546859551,1.6999273,12.519773
58.600048205654964,23.866179856011417,18.982609004848122,-47.249118191795915,7.754253502491794,3.326889,18.064146
58.61721631631697,23.943195602541135,19.161216207733634,-45.28122285091688,7.347398824127069,3.4443207,18.008188
58.590039916938494,24.075488278861247,19.32826700251732,-45.65249948875221,7.38953573788731,0.6966171,9.597126
58.7874571658436,24.083901130667407,18.337982236034204,-45.31658974362531,7.323080413458586,2.7174673,15.64664
57.3849085234182,22.263345075299416,22.33236933329235,-49.895255056892736,3.2550420027065714,2.8267384,18.03121
56.70921754523774,22.211633483804448,20.74025760401136,-44.14092913446135,7.066697909247392,3.4892616,17.78173
56.630577272862354,22.305310419986274,19.543662369430454,-46.412852716344204,7.432473633593599,3.2331133,16.615885
56.84689444035548,22.244354276021415,19.56523367259846,-44.07548166486084,7.121282586312011,1.8874846,13.896054
56.93617517454737,22.212093026243476,19.744760772191732,-44.90627737374165,7.267899589037527,3.357586,18.159636
56.865598646396684,22.1606151777333,19.479130940995113,-43.88244907637228,7.322496176654713,4.0753765,19.86822
57.10636705902224,22.211391174097333,17.353895783853417,-40.577428216333,6.539304389916251,1.6808023,13.571043
57.10351631333752,22.407062846260487,20.230965100976423,-47.225134748533975,8.069427125789232,2.4448442,14.416559
56.83519780827225,22.365563362379287,19.471856841625943,-46.254349896532375,7.3267714619524815,3.2313108,17.03976
56.870068859948404,22.376423105686136,20.494595877884198,-48.931404684824116,6.893616078653016,2.0832853,13.977068
56.669225217102046,22.367526920156397,19.235697142782712,-44.28196746663052,7.389174547498765,3.4698296,17.77013
56.93624264298835,22.397962763767943,21.0570556765474,-46.67305383314692,7.551832932850046,3.1400652,16.656425
56.843674396417384,22.519560464164275,20.57447316080448,-45.52042201939867,7.412149673861739,3.3903885,17.588257
57.356540141478256,22.312209187153343,19.556734054911658,-44.42785716407235,7.124079011263999,3.2433224,17.548912
57.39781407380614,22.39046720119339,19.47132579352298,-45.00153299664306,7.399756837891425,3.0555935,17.05874
57.65595238915255,22.468747646826063,19.89987187064179,-44.34454216975364,7.127754129770755,2.9244423,16.323393
57.7244693872803,22.547865345919984,17.873394979928694,-45.12251929683014,7.265606256190289,1.3313408,12.36464
57.77559689630136,22.633376347393465,20.882520277954452,-45.90535315467692,7.500111920385244,3.1439896,17.126387
57.70410557714868,22.66984055724213,18.29780707062388,-44.92903716810198,7.386205225594046,2.4698553,14.9738245
57.714511443641314,22.665930023557202,18.173101359371273,-45.33611629800369,7.3085612644205,3.620226,18.432241
57.91274273726911,22.750074669732147,19.604490971156867,-45.596747505378964,7.284987335263736,1.1647711,11.850179
57.849313048424804,22.841272958150647,19.641777668946855,-44.98903735020462,7.430605491985016,1.83957,13.666987
57.96086681799793,22.89551471851388,18.2409132166166,-44.87318051720924,7.315539042944565,2.7890787,15.906264
57.409171523077866,22.53328562479943,18.218374885497603,-44.56881799548171,7.295865291844413,0.042464733,7.0043597
57.29700152037766,22.609258005731753,21.057238451322103,-47.309507094315066,7.455976057919426,0.23435354,7.7059603
57.591906954505056,22.62549947941777,18.44298164171357,-42.44434767132344,7.159865534412515,2.8930483,16.21168
57.60500935965606,22.675354364650342,17.90612818737192,-43.82475875731628,6.984690129678826,3.2050438,17.399178
57.15994091919682,22.564254601327335,21.800771220962503,-46.31758698046053,7.391322129924882,3.0806236,19.837729
57.210238158652054,22.741499471337367,20.63035008723161,-40.82419998203805,6.987704998321721,3.2447796,18.939283
57.023886074906926,22.635778085249903,19.48222424687009,-45.44550891815411,7.267997117214958,2.9875917,16.372732
56.97574688018189,22.656941491685657,21.156998323062908,-46.783284011777134,7.334420448765222,3.040782,16.8719
57.156918510526815,22.769113512032003,19.031578474328004,-44.591028325201925,7.232192097987376,1.9363937,13.846435
57.361046520859134,22.848352698939507,19.037363240164904,-45.87916701288922,7.470198853658967,2.8685455,16.388481
57.56434876786031,22.772072869513444,20.22238660492383,-44.43593358313666,6.831384175411328,3.188202,19.252659
57.691890731724996,22.93047700918125,19.432050778551144,-44.96311213605481,7.329901757417433,1.4772148,12.54847
57.83246207983878,23.067645295503368,19.23268388146952,-43.413694043478245,7.370749551185829,3.3113117,17.615984
57.441507270078795,22.89538204692134,16.001514472519194,-40.217091244434094,1.7017501567229005,2.0634556,17.396908
57.57335850579678,22.932883365855528,18.971190164122525,-42.77271008412554,7.173085965990723,3.4512691,17.563309
57.421773552617374,22.944500325032784,19.512935354571574,-44.85613445942927,7.353422098732257,3.70117,18.479889
57.6160313902337,23.06512486371312,18.265411612126584,-44.09683354582957,7.249398579166355,3.0461369,16.96899
57.58886377465197,23.09614480790089,19.608488750151913,-46.559026755660526,7.505850970004721,1.0253668,11.16862
57.66222912452411,23.21722758953147,18.264910026129144,-45.37654930409289,7.301312904999704,2.5683336,15.392325
56.27740714247925,24.678409040272616,20.24411977407674,-44.80748682496666,7.5284014269211195,3.4046497,17.622309
56.25481939508828,24.777907828400753,20.69991043384025,-46.87193783784339,7.4811645664167425,2.989872,16.527004
56.34798254632309,24.850604376158834,20.86347881991913,-44.53971579856422,7.161952455113753,2.2317667,14.467274
